Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Attack of the Bloons,14977,321,,http://www.spoj.com/problems/UOFTBB/,Spoj,,,
Homemade Asteroids,14978,52,,http://www.spoj.com/problems/UOFTBC/,Spoj,,,
Diablo Bot,14979,55,,http://www.spoj.com/problems/UOFTBD/,Spoj,,,
MVP,14980,12,,http://www.spoj.com/problems/UOFTBE/,Spoj,,,
Light Cycling,14981,51,,http://www.spoj.com/problems/UOFTBF/,Spoj,,,
Your Rank is Pure (EXTREME ver),14991,6,,http://www.spoj.com/problems/EGCJPURE/,Spoj,,,
Yell Classico,15038,170,,http://www.spoj.com/problems/CLASSICO/,Spoj,,,
Elegant Diamond,15060,11,,http://www.spoj.com/problems/GCJ102A/,Spoj,,,
World Cup 2010,15061,20,,http://www.spoj.com/problems/GCJ102B/,Spoj,,,
Bacteria,15062,8,,http://www.spoj.com/problems/GCJ102C/,Spoj,,,
Team Slide Treasure Hunt Race,15073,48,,http://www.spoj.com/problems/SLIDE/,Spoj,,,
Tourney,15074,122,,http://www.spoj.com/problems/TOURNEY/,Spoj,,,
A Romantic Dinner Outing,15075,9,,http://www.spoj.com/problems/RDINNER/,Spoj,,,
A Romantic Movie Outing,15076,19,,http://www.spoj.com/problems/RMOVIE/,Spoj,,,
Land Acquisition,15086,143,,http://www.spoj.com/problems/ACQUIRE/,Spoj,,,
Ancient Aliens,15088,3,,http://www.spoj.com/problems/BFDIV/,Spoj,,,
Farmer Joe,15089,4,,http://www.spoj.com/problems/BFMUL/,Spoj,,,
One Good Base Deserves Another,15091,1,,http://www.spoj.com/problems/BFBASE/,Spoj,,,
A Kleene Implementation,15092,3,,http://www.spoj.com/problems/BFREGEX1/,Spoj,,,
play with prime numbers (I),15143,6,,http://www.spoj.com/problems/POP1/,Spoj,,,
play with prime numbers (II),15148,5,,http://www.spoj.com/problems/POP2/,Spoj,,,
play with prime numbers (III)(hard ),15149,5,,http://www.spoj.com/problems/POP3/,Spoj,,,
primes triangle (I),15164,7,,http://www.spoj.com/problems/PTRI/,Spoj,,,
primes triangle (II),15165,6,,http://www.spoj.com/problems/PTR2/,Spoj,,,
MAXIMUM RARITY,15190,33,,http://www.spoj.com/problems/SBO/,Spoj,,,
Minimum Cost,15208,748,,http://www.spoj.com/problems/MC/,Spoj,,,
David and his Obsession,15215,328,,http://www.spoj.com/problems/PUCMM009/,Spoj,,,
Luis Quest,15241,1011,,http://www.spoj.com/problems/VPL2_AA/,Spoj,,,
Betos Quest,15242,17,,http://www.spoj.com/problems/VPL2_AB/,Spoj,,,
Primos Quest,15243,149,,http://www.spoj.com/problems/VPL2_AC/,Spoj,,,
Davids Quest,15244,29,,http://www.spoj.com/problems/VPL2_AD/,Spoj,,,
Swap (Easy - Level 2),15248,11,,http://www.spoj.com/problems/SWAP_ESY/,Spoj,,,
Swap (Medium - Level 200),15249,2,,http://www.spoj.com/problems/SWAP_MED/,Spoj,,,
Swap (Hard - Level 1000),15250,2,,http://www.spoj.com/problems/SWAP_HRD/,Spoj,,,
Humans Life Code,15252,2,,http://www.spoj.com/problems/MOSTYCOD/,Spoj,,,
Partition function (EASY),15256,49,,http://www.spoj.com/problems/PARCARD1/,Spoj,,,
Partition function (HARD),15257,1,,http://www.spoj.com/problems/PARCARD2/,Spoj,,,
Large Knapsack,15259,766,,http://www.spoj.com/problems/LKS/,Spoj,,,
III Powers,15266,47,,http://www.spoj.com/problems/THRPWRS/,Spoj,,,
FRIEND CIRCLE,15267,142,,http://www.spoj.com/problems/FRNDCIRC/,Spoj,,,
A plus B,15270,2,,http://www.spoj.com/problems/ICKAPLSB/,Spoj,,,
Defend The Rohan,15285,372,,http://www.spoj.com/problems/ROHAAN/,Spoj,,,
Peter Quest,15310,147,,http://www.spoj.com/problems/VPL2_BC/,Spoj,,,
Annoying Coins Quest,15312,4,,http://www.spoj.com/problems/VPL2_BE/,Spoj,,,
Hunter x Hunter,15328,30,,http://www.spoj.com/problems/HXH/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Hello Intercal!,15336,145,,http://www.spoj.com/problems/ICKHELLO/,Spoj,,,
World Record Lunch,15360,2,,http://www.spoj.com/problems/WRLUNCH/,Spoj,,,
Running Median,15376,331,,http://www.spoj.com/problems/RMID/,Spoj,,,
Cut The Rope,15381,0,,http://www.spoj.com/problems/BFGCD/,Spoj,,,
Factorial (Again!),15382,2,,http://www.spoj.com/problems/FCTRL5/,Spoj,,,
Transform the Expression (Again!),15383,4,,http://www.spoj.com/problems/BFONP/,Spoj,,,
Counting Ids,15429,1002,,http://www.spoj.com/problems/UCV2013A/,Spoj,,,
"Alice in Amsterdam, I mean Wonderland",15430,23,,http://www.spoj.com/problems/UCV2013B/,Spoj,,,
Farmer Cream,15431,474,,http://www.spoj.com/problems/UCV2013C/,Spoj,,,
Distributing V-Energy,15432,16,,http://www.spoj.com/problems/UCV2013D/,Spoj,,,
Greedy Walking,15433,152,,http://www.spoj.com/problems/UCV2013E/,Spoj,,,
Life on Fornax,15434,21,,http://www.spoj.com/problems/UCV2013F/,Spoj,,,
Schedules,15435,22,,http://www.spoj.com/problems/UCV2013G/,Spoj,,,
Slick,15436,480,,http://www.spoj.com/problems/UCV2013H/,Spoj,,,
Tambourine,15437,1108,,http://www.spoj.com/problems/UCV2013I/,Spoj,,,
Valences,15438,996,,http://www.spoj.com/problems/UCV2013J/,Spoj,,,
Zombie Outbreak,15439,30,,http://www.spoj.com/problems/UCV2013K/,Spoj,,,
Yet Another Electronic Device!!!,15453,67,,http://www.spoj.com/problems/KCARRY/,Spoj,,,
How to Handle the Fans,15454,349,,http://www.spoj.com/problems/AKVQLD03/,Spoj,,,
Selling Art,15460,4,,http://www.spoj.com/problems/SELLINGA/,Spoj,,,
Kawigi quote,15498,17,,http://www.spoj.com/problems/KIMO4/,Spoj,,,
Helping Igor,15506,72,,http://www.spoj.com/problems/IGOR/,Spoj,,,
Simplified Hangul,15541,26,,http://www.spoj.com/problems/SHANGUL/,Spoj,,,
Do You Even Lift,15551,4,,http://www.spoj.com/problems/DYEL/,Spoj,,,
Hamsters,15553,13,,http://www.spoj.com/problems/STC00/,Spoj,,,
Niceness of the string,15554,724,,http://www.spoj.com/problems/IITKWPCA/,Spoj,,,
Check the coprimeness,15555,1854,,http://www.spoj.com/problems/IITKWPCB/,Spoj,,,
Count right angle triangles,15556,23,,http://www.spoj.com/problems/IITKWPCC/,Spoj,,,
Partition the sticks,15557,78,,http://www.spoj.com/problems/IITKWPCD/,Spoj,,,
Let us play with strings,15558,183,,http://www.spoj.com/problems/IITKWPCE/,Spoj,,,
Help Feluda with mathematical equations,15559,209,,http://www.spoj.com/problems/IITKWPCF/,Spoj,,,
Help the old King,15560,155,,http://www.spoj.com/problems/IITKWPCG/,Spoj,,,
Find Number Of Pair of Friends ,15561,210,,http://www.spoj.com/problems/IITKWPCH/,Spoj,,,
Find Lexicographically Smallest Permutation,15562,194,,http://www.spoj.com/problems/IITKWPCI/,Spoj,,,
Check the string Powers,15563,405,,http://www.spoj.com/problems/IITKWPCJ/,Spoj,,,
Find Distances In A Plane,15565,28,,http://www.spoj.com/problems/IITKWPCL/,Spoj,,,
Coprime Again,15566,39,,http://www.spoj.com/problems/IITKWPCM/,Spoj,,,
Playing With Balls,15567,1034,,http://www.spoj.com/problems/IITKWPCN/,Spoj,,,
Fire Extinguishers,15568,9,,http://www.spoj.com/problems/STC01/,Spoj,,,
Antisymmetry,15569,25,,http://www.spoj.com/problems/STC02/,Spoj,,,
Difference,15571,32,,http://www.spoj.com/problems/STC04/,Spoj,,,
Garden,15572,6,,http://www.spoj.com/problems/STC05/,Spoj,,,
Keyboard,15573,6,,http://www.spoj.com/problems/STC06/,Spoj,,,
Railway,15574,6,,http://www.spoj.com/problems/STC07/,Spoj,,,
Kangaroos,15575,4,,http://www.spoj.com/problems/STC08/,Spoj,,,
Aesthetic Text,15576,10,,http://www.spoj.com/problems/STC09/,Spoj,,,
Blockade,15577,27,,http://www.spoj.com/problems/STC10/,Spoj,,,
Spiky Mazes,15609,60,,http://www.spoj.com/problems/SPIKES/,Spoj,,,
Postering,15620,19,,http://www.spoj.com/problems/POSTERIN/,Spoj,,,
Tie the Rope,15621,45,,http://www.spoj.com/problems/TIEROPE/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Create Collections,15627,1266,,http://www.spoj.com/problems/IITKWPCO/,Spoj,,,
On the Plus Side,15631,23,,http://www.spoj.com/problems/PLUS/,Spoj,,,
 Lennys Lucky Lotto Lists,15634,122,,http://www.spoj.com/problems/GNYR04C/,Spoj,,,
Histology Assistant,15636,4,,http://www.spoj.com/problems/GNYR04I/,Spoj,,,
Mr Youngs Picture Permutations,15637,16,,http://www.spoj.com/problems/GNYR04H/,Spoj,,,
Commando,15648,72,,http://www.spoj.com/problems/APIO10A/,Spoj,,,
Unequalled Consumption,15649,4,,http://www.spoj.com/problems/NWERC05/,Spoj,,,
Dark roads,15650,261,,http://www.spoj.com/problems/ULM09/,Spoj,,,
Product of factorials,15655,750,,http://www.spoj.com/problems/FACTMUL/,Spoj,,,
Product of factorials (medium),15671,8,,http://www.spoj.com/problems/FACTMULM/,Spoj,,,
The Sierpinski Fractal,15728,43,,http://www.spoj.com/problems/ULM02/,Spoj,,,
Hall of Fountains,15733,8,,http://www.spoj.com/problems/ULM2H/,Spoj,,,
California Jones and the Gate to Freedom,15734,20,,http://www.spoj.com/problems/ULM02C/,Spoj,,,
Balanced Food,15735,3,,http://www.spoj.com/problems/ULM02B/,Spoj,,,
Breaking String,15736,36,,http://www.spoj.com/problems/BRKSTRNG/,Spoj,,,
Enjoy Sum with Operations,15766,66,,http://www.spoj.com/problems/SUMSUM/,Spoj,,,
Enjoy Adding GP to Series,15769,15,,http://www.spoj.com/problems/ADDGP/,Spoj,,,
Coder Express 3!!,15783,317,,http://www.spoj.com/problems/CODERE3/,Spoj,,,
Vending Machine,15827,16,,http://www.spoj.com/problems/AUT/,Spoj,,,
Equalize the Sectors,15847,93,,http://www.spoj.com/problems/SECTORS/,Spoj,,,
Find the Treasure,15849,77,,http://www.spoj.com/problems/DIGOKEYS/,Spoj,,,
Game,15850,34,,http://www.spoj.com/problems/DGAME/,Spoj,,,
Permutations,15851,5,,http://www.spoj.com/problems/PSERVICE/,Spoj,,,
Crazy Tank,15863,4,,http://www.spoj.com/problems/CRAZY/,Spoj,,,
SUMMING,15864,2,,http://www.spoj.com/problems/SUMMING/,Spoj,,,
Great Warrior,15867,68,,http://www.spoj.com/problems/SNGGW/,Spoj,,,
Prime Generator The Easiest Question Ever,15891,388,,http://www.spoj.com/problems/SNGPG/,Spoj,,,
Cave,15892,7,,http://www.spoj.com/problems/CAVE2/,Spoj,,,
Update Sub-Matrix & Query Sub-Matrix,15914,27,,http://www.spoj.com/problems/USUBQSUB/,Spoj,,,
MAXSET,15961,29,,http://www.spoj.com/problems/MAXSET/,Spoj,,,
Help Donn,15963,51,,http://www.spoj.com/problems/HELPDONN/,Spoj,,,
PLAY WITH MATH,15965,2685,,http://www.spoj.com/problems/ENIGMATH/,Spoj,,,
Ascending Fibonacci Numbers,15980,350,,http://www.spoj.com/problems/ASCDFIB/,Spoj,,,
Boxes of Chocolate,15994,46,,http://www.spoj.com/problems/BOXSCHOC/,Spoj,,,
Self Numbers,15995,509,,http://www.spoj.com/problems/MCUR98/,Spoj,,,
Number Magic II,15996,15,,http://www.spoj.com/problems/SNGNM2/,Spoj,,,
Queue (Rookie),16015,440,,http://www.spoj.com/problems/QUE1/,Spoj,,,
Queue (Pro),16016,156,,http://www.spoj.com/problems/QUE2/,Spoj,,,
The Triangle Game,16017,22,,http://www.spoj.com/problems/MCU20A/,Spoj,,,
Edge Detection,16018,6,,http://www.spoj.com/problems/MCU20E/,Spoj,,,
Psycho,16030,482,,http://www.spoj.com/problems/PSYCHON/,Spoj,,,
Tip Top Game,16033,1025,,http://www.spoj.com/problems/TIPTOP/,Spoj,,,
Minimum Number,16034,310,,http://www.spoj.com/problems/MINNUM/,Spoj,,,
Fone Frequencies,16035,19,,http://www.spoj.com/problems/OU7/,Spoj,,,
Help Professor,16046,295,,http://www.spoj.com/problems/HPPROF/,Spoj,,,
Help Rarity Collect Crystals,16048,17,,http://www.spoj.com/problems/PONY9/,Spoj,,,
Count Primes,16062,29,,http://www.spoj.com/problems/SNGCP/,Spoj,,,
Hackers,16063,11,,http://www.spoj.com/problems/TREEBA/,Spoj,,,
Can you play carrom !!!,16102,168,,http://www.spoj.com/problems/CARRHIM/,Spoj,,,
Trucks Transportation,16113,22,,http://www.spoj.com/problems/SUBTLEBA/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
MODIFY SEQUENCE,16121,1176,,http://www.spoj.com/problems/NITK06/,Spoj,,,
THE INDIAN OCEAN,16128,44,,http://www.spoj.com/problems/NITK07/,Spoj,,,
Save the cows!,16134,21,,http://www.spoj.com/problems/COD1/,Spoj,,,
Deconnecting,16138,13,,http://www.spoj.com/problems/CODGRF/,Spoj,,,
Naya Shatranj (New Chess),16139,284,,http://www.spoj.com/problems/CODCHESS/,Spoj,,,
Hashcodes and primes,16177,9,,http://www.spoj.com/problems/CODHASH/,Spoj,,,
 Change,16178,13,,http://www.spoj.com/problems/TPC07/,Spoj,,,
Platinum Relic!,16179,39,,http://www.spoj.com/problems/PTRELIC/,Spoj,,,
Ratar,16180,36,,http://www.spoj.com/problems/RATAR/,Spoj,,,
Megatron and his rage,16184,265,,http://www.spoj.com/problems/CODFURY/,Spoj,,,
Mining your own business,16185,11,,http://www.spoj.com/problems/BUSINESS/,Spoj,,,
Football Fever,16207,52,,http://www.spoj.com/problems/DCEPC11F/,Spoj,,,
Challenge Accepted,16208,7,,http://www.spoj.com/problems/DCEPC11C/,Spoj,,,
Impossible Boss,16210,105,,http://www.spoj.com/problems/DCEPC11I/,Spoj,,,
Boring Factorials,16211,610,,http://www.spoj.com/problems/DCEPC11B/,Spoj,,,
Jailbreak,16212,46,,http://www.spoj.com/problems/DCEPC11J/,Spoj,,,
Pabbu-pneumonia,16214,18,,http://www.spoj.com/problems/CODPABBU/,Spoj,,,
Easy Password,16240,1,,http://www.spoj.com/problems/DCEPC11E/,Spoj,,,
Dexters Trampoline,16242,42,,http://www.spoj.com/problems/DTRAP/,Spoj,,,
Anagrams,16243,192,,http://www.spoj.com/problems/ANAGR/,Spoj,,,
Kusac,16244,233,,http://www.spoj.com/problems/KUSAC/,Spoj,,,
Living with Courage,16245,136,,http://www.spoj.com/problems/COURAGE/,Spoj,,,
Clones,16248,462,,http://www.spoj.com/problems/NCLNE/,Spoj,,,
Dilemma,16250,22,,http://www.spoj.com/problems/GDIL/,Spoj,,,
Running Median Again,16254,167,,http://www.spoj.com/problems/RMID2/,Spoj,,,
Real Numbers,16267,142,,http://www.spoj.com/problems/REALNO/,Spoj,,,
Nanoworld,16272,3,,http://www.spoj.com/problems/NANO/,Spoj,,,
On the side of the road,16275,48,,http://www.spoj.com/problems/TAP2013A/,Spoj,,,
Little Red-Cap,16277,110,,http://www.spoj.com/problems/TAP2013C/,Spoj,,,
Watching the game,16278,47,,http://www.spoj.com/problems/TAP2013D/,Spoj,,,
Escaping from escaping,16279,85,,http://www.spoj.com/problems/TAP2013E/,Spoj,,,
Flowers of Babylon,16280,21,,http://www.spoj.com/problems/TAP2013F/,Spoj,,,
War,16281,770,,http://www.spoj.com/problems/TAP2013G/,Spoj,,,
Horace and his primes,16282,192,,http://www.spoj.com/problems/TAP2013H/,Spoj,,,
Treasure Island,16283,71,,http://www.spoj.com/problems/TAP2013I/,Spoj,,,
Game of stones,16284,57,,http://www.spoj.com/problems/TAP2013J/,Spoj,,,
Sir and The ICC Ratings,16297,17,,http://www.spoj.com/problems/ICC/,Spoj,,,
Playing with isosceles triangle,16300,253,,http://www.spoj.com/problems/TRIISO/,Spoj,,,
Game of stones II,16307,6,,http://www.spoj.com/problems/GOSTONES/,Spoj,,,
Help Vishnu with his points,16381,3,,http://www.spoj.com/problems/RUMMY/,Spoj,,,
Play with Strings,16389,24,,http://www.spoj.com/problems/MY02/,Spoj,,,
Pengun Tivi,16390,5,,http://www.spoj.com/problems/PGTV/,Spoj,,,
Lopov,16409,145,,http://www.spoj.com/problems/LOPOV/,Spoj,,,
Organizator,16410,44,,http://www.spoj.com/problems/ORGNZ/,Spoj,,,
Slasticar,16411,8,,http://www.spoj.com/problems/SLAST/,Spoj,,,
Even Numbers,16420,1988,,http://www.spoj.com/problems/EC_CONB/,Spoj,,,
Decrypt the message !,16480,824,,http://www.spoj.com/problems/DCRYPT/,Spoj,,,
Make them equal !,16482,987,,http://www.spoj.com/problems/MKEQUAL/,Spoj,,,
Lucky Cities,16483,17,,http://www.spoj.com/problems/LUCKY/,Spoj,,,
Update the array !,16487,1328,,http://www.spoj.com/problems/UPDATEIT/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Query on a tree VI,16549,73,,http://www.spoj.com/problems/QTREE6/,Spoj,,,
Linearian Colony,16554,613,,http://www.spoj.com/problems/COLONY/,Spoj,,,
Triangle,16556,41,,http://www.spoj.com/problems/PEGS/,Spoj,,,
HTML Formatting,16557,21,,http://www.spoj.com/problems/FORMAT/,Spoj,,,
Query on a tree VII,16580,44,,http://www.spoj.com/problems/QTREE7/,Spoj,,,
Sweets,16607,49,,http://www.spoj.com/problems/IE1/,Spoj,,,
Journey,16636,13,,http://www.spoj.com/problems/IE2/,Spoj,,,
Endless Knight,16639,18,,http://www.spoj.com/problems/IE4/,Spoj,,,
Some Sums,16686,7,,http://www.spoj.com/problems/SOMESUMS/,Spoj,,,
Nadal vs Djokovic,16696,108,,http://www.spoj.com/problems/RAFANOLE/,Spoj,,,
Help Your Commander,16716,4,,http://www.spoj.com/problems/HELPCOMM/,Spoj,,,
Divisible by 6 and 9,16758,103,,http://www.spoj.com/problems/SNGDIV69/,Spoj,,,
Modems,16776,49,,http://www.spoj.com/problems/EC_MODE/,Spoj,,,
Sir and the Guitar,16778,22,,http://www.spoj.com/problems/CSHOWB/,Spoj,,,
Statistics Applied,16793,126,,http://www.spoj.com/problems/EC_ESTA/,Spoj,,,
Estimation,16809,47,,http://www.spoj.com/problems/EST/,Spoj,,,
Divisors,16825,38,,http://www.spoj.com/problems/EC_DIVS/,Spoj,,,
Critical Edges,16909,27,,http://www.spoj.com/problems/EC_P/,Spoj,,,
Encoded Coordinates,16956,9,,http://www.spoj.com/problems/ENCODE/,Spoj,,,
Black Widow Rings,17110,1353,,http://www.spoj.com/problems/BWIDOW/,Spoj,,,
Training Land of Fury,17112,700,,http://www.spoj.com/problems/NFURY/,Spoj,,,
Finding the Tesserect,17113,359,,http://www.spoj.com/problems/TESSER/,Spoj,,,
Destroying the Weapon Warehouse,17123,66,,http://www.spoj.com/problems/IMBOX/,Spoj,,,
Chess Board of Avengers,17124,22,,http://www.spoj.com/problems/AVCHESS/,Spoj,,,
Thor vs Frost Giants,17125,48,,http://www.spoj.com/problems/TBATTLE/,Spoj,,,
Putnik,17128,50,,http://www.spoj.com/problems/PUTNIK/,Spoj,,,
Make Psycho,17143,138,,http://www.spoj.com/problems/PSYCHO3/,Spoj,,,
Palin Square,17150,26,,http://www.spoj.com/problems/PLSQUARE/,Spoj,,,
Digit Sum,17247,252,,http://www.spoj.com/problems/PR003004/,Spoj,,,
Yungom,17258,8,,http://www.spoj.com/problems/HPREFIX/,Spoj,,,
Bank robbery,17261,124,,http://www.spoj.com/problems/BANKROB/,Spoj,,,
Servers,17302,150,,http://www.spoj.com/problems/SERVS/,Spoj,,,
Board,17303,159,,http://www.spoj.com/problems/BOARD1/,Spoj,,,
Operation Bits,17309,319,,http://www.spoj.com/problems/OPBIT/,Spoj,,,
Guess The Number With Lies v3,17320,1,,http://www.spoj.com/problems/GUESSN3/,Spoj,,,
Airplane Parking,17382,8,,http://www.spoj.com/problems/HFLY/,Spoj,,,
Bits Game,17394,33,,http://www.spoj.com/problems/DCEPC12B/,Spoj,,,
Dazzling Pearls,17396,10,,http://www.spoj.com/problems/DCEPC12D/,Spoj,,,
End of Fun,17397,153,,http://www.spoj.com/problems/DCEPC12E/,Spoj,,,
Fitting in the Team,17398,12,,http://www.spoj.com/problems/DCEPC12F/,Spoj,,,
G Force,17399,69,,http://www.spoj.com/problems/DCEPC12G/,Spoj,,,
Height of Expectation,17400,167,,http://www.spoj.com/problems/DCEPC12H/,Spoj,,,
Joy of Arbitrage,17402,7,,http://www.spoj.com/problems/DCEPC12J/,Spoj,,,
Cheating a Boolean Tree,17406,39,,http://www.spoj.com/problems/GCJ082A/,Spoj,,,
Magical Bus Journey,17443,45,,http://www.spoj.com/problems/MABJ/,Spoj,,,
Run length encoding,17504,677,,http://www.spoj.com/problems/RLE/,Spoj,,,
Cows Language,17539,13,,http://www.spoj.com/problems/COWWORDS/,Spoj,,,
Two Game,17559,239,,http://www.spoj.com/problems/TWOGAME/,Spoj,,,
WHAT A CO-ACCIDENT,17617,644,,http://www.spoj.com/problems/SYNC13C/,Spoj,,,
Cooperation in geometry !,17624,19,,http://www.spoj.com/problems/GCOOP/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
Eat all the brownies !,17626,674,,http://www.spoj.com/problems/CUTCAKE/,Spoj,,,
Family members,17627,348,,http://www.spoj.com/problems/FAMWEALT/,Spoj,,,
The Bridge to Home,17660,64,,http://www.spoj.com/problems/WAYHOME/,Spoj,,,
Gopu and Combinatorics on Graphs,17705,38,,http://www.spoj.com/problems/SPCE/,Spoj,,,
Constructible Regular Polygons,17707,409,,http://www.spoj.com/problems/POLCONST/,Spoj,,,
Gopu and Create Collections Part Two,17711,201,,http://www.spoj.com/problems/SPCJ/,Spoj,,,
Gopu and function,17714,166,,http://www.spoj.com/problems/SPCM/,Spoj,,,
Gopu and Counting Bitwise Prime Numbers,17717,121,,http://www.spoj.com/problems/SPCO/,Spoj,,,
Bad XOR,17725,190,,http://www.spoj.com/problems/BADXOR/,Spoj,,,
Maximum Radius,17730,85,,http://www.spoj.com/problems/MAXRAD/,Spoj,,,
Buying Integers,17731,59,,http://www.spoj.com/problems/BUYINT/,Spoj,,,
Salary Management,17732,58,,http://www.spoj.com/problems/SALMAN/,Spoj,,,
Tree and Palindrome,17755,26,,http://www.spoj.com/problems/TREEPAL/,Spoj,,,
Gopu and Digits Divisibility,17761,1164,,http://www.spoj.com/problems/SPCQ/,Spoj,,,
Charlie and the Chocolate Factory,17779,2,,http://www.spoj.com/problems/CHARCHOC/,Spoj,,,
Space Bridges,17789,20,,http://www.spoj.com/problems/SPACEBRG/,Spoj,,,
Gopu And Palindromes,17804,472,,http://www.spoj.com/problems/SPCS/,Spoj,,,
XYI,17819,273,,http://www.spoj.com/problems/XYI/,Spoj,,,
My Name is UMMM!,17821,13,,http://www.spoj.com/problems/MNIU/,Spoj,,,
Two Swamills,17877,16,,http://www.spoj.com/problems/SAWMILL/,Spoj,,,
Gopu and Validity of Arrangement,17918,678,,http://www.spoj.com/problems/SPCU/,Spoj,,,
Mickey Mouse Magic Trick v3,17943,49,,http://www.spoj.com/problems/MMMAGIC3/,Spoj,,,
Mickey Mouse Magic Trick v4,17944,23,,http://www.spoj.com/problems/MMMAGIC4/,Spoj,,,
Mickey Mouse Magic Trick v5,17945,14,,http://www.spoj.com/problems/MMMAGIC5/,Spoj,,,
Mickey Mouse Magic Trick v6,17946,29,,http://www.spoj.com/problems/MMMAGIC6/,Spoj,,,
Lalith Dosa,17955,178,,http://www.spoj.com/problems/DOSA/,Spoj,,,
Robert Langdon & Class Attendance,18050,13,,http://www.spoj.com/problems/RLCAT/,Spoj,,,
Robert Langdon & Cipher,18056,443,,http://www.spoj.com/problems/RLCIPHER/,Spoj,,,
Robert Langdon & Florence,18094,145,,http://www.spoj.com/problems/RLTOUR/,Spoj,,,
Faridi and Yadav,18095,618,,http://www.spoj.com/problems/CHOTU/,Spoj,,,
New year love story,18102,41,,http://www.spoj.com/problems/QTGIFT1/,Spoj,,,
Rama and Friends,18149,640,,http://www.spoj.com/problems/GSHOP/,Spoj,,,
SHAKTIMAN AND KILWISH,18150,1379,,http://www.spoj.com/problems/SHAKTI/,Spoj,,,
Robert Langdon & The Rule of Three,18153,12,,http://www.spoj.com/problems/RLTHREE/,Spoj,,,
abs(a-b) I,18155,1681,,http://www.spoj.com/problems/ABSP1/,Spoj,,,
Atoms in the Lab,18164,1502,,http://www.spoj.com/problems/ATOMS/,Spoj,,,
Coprime Pairs,18165,6,,http://www.spoj.com/problems/NCOPRIME/,Spoj,,,
SubXor,18167,250,,http://www.spoj.com/problems/SUBXOR/,Spoj,,,
Entangled Circles,18168,5,,http://www.spoj.com/problems/TWOCIR/,Spoj,,,
Takeover Wars,18170,10,,http://www.spoj.com/problems/TKV1000/,Spoj,,,
REAL ROOTS,18174,621,,http://www.spoj.com/problems/RROOT/,Spoj,,,
TENNIS CHAMPIONSHIP,18175,63,,http://www.spoj.com/problems/TENNIS1/,Spoj,,,
FRIENDSHIP!!!,18176,314,,http://www.spoj.com/problems/FRND/,Spoj,,,
Naughty and Balls,18182,257,,http://www.spoj.com/problems/NAUGHTY/,Spoj,,,
Drunk Game,18183,14,,http://www.spoj.com/problems/DRUNK/,Spoj,,,
Durins Day,18184,30,,http://www.spoj.com/problems/DURIN/,Spoj,,,
Give Away,18185,19,,http://www.spoj.com/problems/GIVEAWAY/,Spoj,,,
Machine Mayhem,18186,4,,http://www.spoj.com/problems/MACHMAY/,Spoj,,,
Ingredients,18187,88,,http://www.spoj.com/problems/INGRED/,Spoj,,,
Queen and Stable Relationships,18188,10,,http://www.spoj.com/problems/QSTABLE/,Spoj,,,
Name,Slug,Submissions,Accuracy,QuestionURL,Platform,Tags,LanguagesAllowed,DateAdded
RK Sorting,18201,367,,http://www.spoj.com/problems/RKS/,Spoj,,,
HUGE GCD,18202,225,,http://www.spoj.com/problems/HG/,Spoj,,,
GENIE SEQUENCE,18240,838,,http://www.spoj.com/problems/KURUK14/,Spoj,,,
Maggu and Strings,18243,490,,http://www.spoj.com/problems/IITWPC4A/,Spoj,,,
Maggu and Triangles,18245,300,,http://www.spoj.com/problems/IITWPC4B/,Spoj,,,
Maggu and Vectors,18246,59,,http://www.spoj.com/problems/IITWPC4C/,Spoj,,,
Arrangement Validity,18247,70,,http://www.spoj.com/problems/IITWPC4D/,Spoj,,,
Maggu’s Solar Panels,18248,25,,http://www.spoj.com/problems/IITWPC4E/,Spoj,,,
Gopu and the Grid Problem,18249,20,,http://www.spoj.com/problems/IITWPC4F/,Spoj,,,
Maggu and Weird things,18261,12,,http://www.spoj.com/problems/IITWPC4G/,Spoj,,,
Encode Integer,18273,338,,http://www.spoj.com/problems/SNGINT/,Spoj,,,
Maggu and Cuteness of Strings,18283,113,,http://www.spoj.com/problems/IITWPC4H/,Spoj,,,
Petya and Repairment of Roads,18284,81,,http://www.spoj.com/problems/IITWPC4I/,Spoj,,,
Gopu and Fishes,18286,64,,http://www.spoj.com/problems/IITWPC4J/,Spoj,,,
Maggu and Magguness Level,18287,27,,http://www.spoj.com/problems/IITWPC4K/,Spoj,,,
Maggu and Mystery,18289,8,,http://www.spoj.com/problems/IITWPC4L/,Spoj,,,
Problem4,18297,90,,http://www.spoj.com/problems/CODEM4/,Spoj,,,
Identity crisis,18302,175,,http://www.spoj.com/problems/IDC1948/,Spoj,,,
Search Bit Sum,18336,101,,http://www.spoj.com/problems/BIT2/,Spoj,,,
